,rid,smiles,category
14396,R1006802,[*]c1cc(CCCCCCOC(=O)COC)c([*])s1,known
14398,R1006803,[*]c1cc(CCCCCCOC(=O)Cc2ccccc2)c([*])s1,known
14399,R1006804,[*]c1cc(CCCCCCOC(=O)COc2ccccc2)c([*])s1,known
14401,R1006805,[*]c1ccc(-c2cc(CCCCCCBr)c([*])s2)s1,known
14403,R1006806,[*]c1ccc(-c2cc(CCCCCCOC(=O)COc3ccccc3)c([*])s2)s1,known
14405,R1006807,[*]c1cc(-c2ccc(OC)cc2)c([*])s1,known
14407,R1006808,[*]c1cc(-c2ccc(OCCCC)cc2)c([*])s1,known
14409,R1006809,[*]c1cc(-c2ccc(OCCCCCC)cc2)c([*])s1,known
14411,R1006810,[*]c1cc(-c2ccc(OCCCCCCCC)cc2)c([*])s1,known
14413,R1006811,[*]c1ccc(-c2ccc(-c3ccc([*])n3-c3c(F)c(F)c(F)c(F)c3F)s2)s1,known
14414,R1006812,[*]C=CC(C)=CC=CC=C(C)C=Cc1nc(-c2csc([*])n2)cs1,known
14416,R1006813,[*]N=CC(C)=CC=CC=C(C)C=Nc1nc(-c2csc([*])n2)cs1,known
14418,R1006814,[*]Sc1ccc(C(=O)CNc2ccc(NCC(=O)c3ccc([*])cc3)cc2)cc1,known
14419,R1006815,[*]Sc1ccc(C(=O)CNc2cccc(NCC(=O)c3ccc([*])cc3)c2)cc1,known
14420,R1006816,[*]Sc1ccc(C(=O)CNc2ccccc2NCC(=O)c2ccc([*])cc2)cc1,known
14421,R1006817,[*]Sc1ccc(C(=O)CNc2ccc(Cc3ccc(NCC(=O)c4ccc([*])cc4)cc3)cc2)cc1,known
14423,R1006818,[*]c1ccc(NCC(=O)c2ccc(Sc3ccc(C(=O)CNc4ccc(S([*])(=O)=O)cc4)cc3)cc2)cc1,known
14424,R1006819,[*]Sc1ccc(C(=O)CNNCC(=O)c2ccc([*])cc2)cc1,known
14425,R1006820,[*]Sc1ccc(C(=O)CNCCNCC(=O)c2ccc([*])cc2)cc1,known
14426,R1006821,[*]Sc1ccc(C(=O)CNCCCNCC(=O)c2ccc([*])cc2)cc1,known
14427,R1006822,[*]Sc1ccc(C(=O)CNCCCCCCCCNCC(=O)c2ccc([*])cc2)cc1,known
14429,R1006823,[*]c1ccc(-c2cc(OCCCCCCCCCCCC)c(-c3ccc(-c4sc([*])c5ccccc45)s3)cc2OCCCCCCCCCCCC)s1,known
14430,R1006824,[*]c1ccc2cc3cc(-c4sc(-c5cc(CCCCCCCCCCCC)c([*])s5)cc4CCCCCCCCCCCC)ccc3cc2c1,known
14432,R1006825,[*]c1cc(CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(-c2cc(CCCCCCCCC)c([*])s2)s1,known
14433,R1006826,[*]c1ccc(-c2cc(CCCCCCCCCF)c([*])s2)s1,known
14434,R1006827,[*]c1cc(CCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(-c2cc(CCCC)c([*])s2)s1,known
14435,R1006828,[*]c1cc(CCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(-c2cc(CCCCCCCC)c([*])s2)s1,known
14436,R1006829,[*]c1cc(CCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(-c2cc(CCCCCCCCC)c([*])s2)s1,known
14437,R1006830,[*]c1cc(CCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(-c2cc(CCCCCCCCCCCC)c([*])s2)s1,known
14438,R1006831,[*]c1cc(CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(-c2cc(CCCCCCCC)c([*])s2)s1,known
14439,R1006832,[*]c1cc(CCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(-c2cc(CCCCCCCC)c([*])s2)s1,known
14440,R1006833,[*]c1ccc2c(c1)C(CCCCCCCC)(CCCCCCCC)c1cc(-c3cc(CCCCCCCCCCCC)c([*])s3)ccc1-2,known
14441,R1006834,[*]Cc1ccccc1CSS[*],known
14442,R1006835,[*]c1cc(CCN(CC)c2ccc(N=Nc3ccc(C=C(C#N)C#N)cc3)cc2)c([*])s1,known
14443,R1006836,[*]C=Cc1cccc(OC(=O)CCCCCCCCC(=O)Oc2ccc(-c3nnc([*])s3)cc2)c1,known
14444,R1006837,[*]C=Cc1ccc(OC(=O)CCCCCCCCC(=O)Oc2cccc(-c3nnc([*])s3)c2)cc1,known
14445,R1006838,[*]C=Cc1ccc(OC(=O)CCCCCCCCC(=O)Oc2ccc(-c3nnc([*])s3)cc2)cc1,known
14448,R1006839,[*]c1ccc(-c2ccc([*])n2C#Cc2ccc(CCCCCC)cc2)s1,known
14450,R1006840,[*]c1ccc2c3ccc(-c4ccc(-c5ccc(-c6ccc([*])s6)c6nccnc56)s4)cc3n(C(CCCCCCCC)CCCCCCCC)c2c1,known
14452,R1006841,[*]c1ccc2c3ccc(-c4ccc(-c5ccc(-c6ccc([*])s6)c6nsnc56)s4)cc3n(C(CCCCCCCC)CCCCCCCC)c2c1,known
14454,R1006842,[*]C=Cc1cccc(OC(=O)CCCCCCCCC(=O)Oc2cccc(-c3nnc([*])s3)c2)c1,known
14457,R1006843,[*]c1cc(CCOC(=O)C(C)Br)c([*])s1,known
14459,R1006844,[*]CCCCOC(=O)CCSCCCCCCSCCC(=O)O[*],known
14463,R1006845,[*]N=Cc1ccc(-c2ccc(C=Nc3ccc4c(c3)c3cc([*])ccc3n4CC)s2)s1,known
14464,R1006846,[*]N=Cc1ccc(-c2ccc(C=Nc3ccc4c(c3)c3cc([*])ccc3n4CCCC)s2)s1,known
14465,R1006847,[*]N=Cc1ccc(-c2ccc(C=Nc3ccc4c(c3)c3cc([*])ccc3n4CCCCCC)s2)s1,known
14466,R1006848,[*]N=Cc1ccc(-c2ccc(C=Nc3ccc4c(c3)c3cc([*])ccc3n4CCCCCCCCCCCC)s2)s1,known
14467,R1006849,[*]c1ccc(C(C#N)=Cc2cc3c(s2)-c2sc(C=C(C#N)c4ccc(-c5cc6c(s5)-c5sc([*])cc5C6(CC(CC)CCCC)CC(CC)CCCC)cc4)cc2C3(CC(CC)CCCC)CC(CC)CCCC)cc1,known
14468,R1006850,[*]c1cc2c(s1)-c1sc(-c3cc4c(s3)-c3sc([*])cc3C4(CC(CC)CCCC)CC(CC)CCCC)cc1C2=O,known
14471,R1006851,[*]c1ccc(-c2ccc(-c3nc(CCCCCCCCCCCC)c(-c4sc([*])nc4CCCCCCCCCCCC)s3)s2)s1,known
14472,R1006852,[*]c1nc(CCCCCCCC)c(-c2sc(-c3sc(-c4cc(CCCCCCCC)c([*])s4)cc3CCCCCCCC)nc2CCCCCCCC)s1,known
14473,R1006853,[*]c1cc(C(C(=O)OC)C(=O)OC)c([*])s1,known
14475,R1006854,[*]Sc1ccc(Sc2ccc(Sc3ccc4c(c3)Sc3ccc([*])cc3S4)cc2)cc1,known
14479,R1006855,[*]Sc1ccc2c(c1)Sc1ccc([*])cc1S2,known
14482,R1006856,[*]C=Cc1ccc2c(c1)Sc1cc([*])ccc1N2CCCCCCCC,known
14484,R1006857,[*]C=Cc1ccc(C=Cc2ccc3c(c2)Sc2cc([*])ccc2N3CCCCCCCC)c2nc(CC)c(CC)nc12,known
14485,R1006858,[*]c1ccc2c(c1)Sc1cc(-c3ccc(-c4ccc([*])s4)s3)ccc1N2CCCCCC,known
14486,R1006859,[*]c1ccc2c(c1)Sc1cc(-c3ccc(-c4ccc([*])s4)s3)ccc1N2CCCCCCCCCC,known
14487,R1006860,[*]c1ccc2c(c1)Sc1cc(-c3ccc(-c4ccc([*])s4)s3)ccc1N2CCCCCCCCCCCC,known
14488,R1006861,[*]c1ccc2c(c1)Sc1cc(-c3sc4cc([*])sc4c3CCCCC)ccc1N2CCCCCC,known
14489,R1006862,[*]c1ccc2c(c1)Sc1cc(-c3sc4cc([*])sc4c3CCCCC)ccc1N2CCCCCCCCCC,known
14490,R1006863,[*]c1ccc2c(c1)Sc1cc(-c3sc4cc([*])sc4c3CCCCC)ccc1N2CCCCCCCCCCCC,known
14491,R1006864,[*]c1cc(OCCCCCCCCCC)c(-c2sc(-c3cc(C=Cc4ccccc4)c([*])s3)cc2OCCCCCCCCCC)s1,known
14492,R1006865,[*]c1csc(-c2cc(-c3cc(C)c([*])cc3C)cs2)c1,known
14493,R1006866,[*]c1cc(-c2cc(C)c(Br)cc2C)c([*])s1,known
14494,R1006867,[*]c1ccc(-c2csc(-c3cc([*])cs3)c2)cc1,known
14495,R1006868,[*]c1cc(-c2ccc(Br)cc2)c([*])s1,known
14496,R1006869,[*]C=Cc1csc(C=Cc2cccc([*])n2)c1CCCCCC,known
14497,R1006870,[*]C=Cc1csc(C=Cc2cccc([*])n2)c1CCCCCCCC,known
14498,R1006871,[*]C=Cc1ccc(C=Cc2ccc3c(c2)Sc2cc([*])ccc2N3CCCCCCCC)c2nsnc12,known
14499,R1006872,[*]c1cc2sc(-c3sc(-c4cc(CCCCCCCCCCBr)c([*])s4)cc3CCCCCCCCCCBr)cc2s1,known
14500,R1006873,[*]c1cc(C(=O)Oc2cccc3cccnc23)c([*])s1,known
14503,R1006874,[*]c1ccc(C=C2CCC(=Cc3ccc(-c4csc(NC(=O)NCCCCCCNC(=O)Nc5nc([*])cs5)n4)cc3)C2=O)cc1,known
14504,R1006875,[*]c1ccc(C=C2CCC(=Cc3ccc(-c4csc(NC(=O)Nc5ccc(Cc6ccc(NC(=O)Nc7nc([*])cs7)cc6)cc5)n4)cc3)C2=O)cc1,known
14505,R1006876,[*]c1ccc(C=C2CCC(=Cc3ccc(-c4csc(NC(=O)Nc5ccc(C)c(NC(=O)Nc6nc([*])cs6)c5)n4)cc3)C2=O)cc1,known
14506,R1006877,[*]c1ccc(C=C2CCCC(=Cc3ccc(-c4csc(NC(=O)NCCCCCCNC(=O)Nc5nc([*])cs5)n4)cc3)C2=O)cc1,known
14507,R1006878,[*]c1ccc(C=C2CCCC(=Cc3ccc(-c4csc(NC(=O)Nc5ccc(Cc6ccc(NC(=O)Nc7nc([*])cs7)cc6)cc5)n4)cc3)C2=O)cc1,known
14508,R1006879,[*]c1ccc(C=C2CCCC(=Cc3ccc(-c4csc(NC(=O)Nc5ccc(C)c(NC(=O)Nc6nc([*])cs6)c5)n4)cc3)C2=O)cc1,known
14509,R1006880,[*]C=Cc1ccc2c(c1)Sc1cc([*])ccc1N2c1ccc(OCCCCCCCCCCCC)cc1,known
14511,R1006881,[*]C=Cc1ccc(C=Cc2ccc3c(c2)Sc2cc([*])ccc2N3c2ccc(OCCCCCCCCCCCC)cc2)cc1,known
14513,R1006882,[*]C=Cc1ccc(C=Cc2ccc3c(c2)Sc2cc([*])ccc2N3c2ccc(OCCCCCCCCCCCC)cc2)s1,known
14515,R1006883,[*]c1sc([*])c2nc(CCCCCC)c(CCCCCC)nc12,known
14516,R1006884,[*]c1sc([*])c2nc(CCCCCCCCCCC)c(CCCCCCCCCCC)nc12,known
14517,R1006885,[*]c1sc([*])c2nc(-c3cccs3)c(-c3cccs3)nc12,known
14518,R1006886,[*]c1cc(CC(=O)OC)c([*])s1,known
14519,R1006887,[*]c1cc(CCCCCC)c(-c2ccc3c4ccc(-c5sc(-c6sc([*])c7nc(CC)c(CC)nc67)cc5CCCCCC)cc4n(CCCCCCCCCCCC)c3c2)s1,known
14521,R1006888,[*]c1cc(CCCCCC)c(C=Cc2ccc3c(c2)C(CCCCCCCC)(CCCCCCCC)c2cc(C=Cc4sc(-c5ccc([*])c6nsnc56)cc4CCCCCC)ccc2-3)s1,known
14522,R1006889,[*]c1cc(CCCCCC)c(C=Cc2cc(OCC(CC)CCCC)c(C=Cc3sc(-c4ccc([*])c5nsnc45)cc3CCCCCC)cc2OC)s1,known
14523,R1006890,[*]c1cc(CCCCCC)c(C=Cc2sc(C=Cc3sc(-c4ccc([*])c5nsnc45)cc3CCCCCC)c(CCCCCC)c2CCCCCC)s1,known
14524,R1006891,[*]CCCOC(=O)c1ccc(C(C)(CC)c2ccc(C(=O)O[*])cc2)cc1,known
14525,R1006892,[*]CCCCOC(=O)c1ccc(C(C)(CC)c2ccc(C(=O)O[*])cc2)cc1,known
14526,R1006893,[*]CCCCCOC(=O)c1ccc(C(C)(CC)c2ccc(C(=O)O[*])cc2)cc1,known
14527,R1006894,[*]Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(C(C)(C)c4ccc(C([*])=O)cc4)cc3)cc2)cc1,known
14528,R1006895,[*]Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(Cc4ccc(C([*])=O)cc4)cc3)cc2)cc1,known
14529,R1006896,[*]Oc1ccc(OC(=O)c2cccc(C([*])=O)c2)cc1,known
14534,R1006897,[*]Oc1ccc(S(=O)(=O)c2ccc(OC(=O)c3cc(CCCCC)cc(C([*])=O)c3)cc2)cc1,known
14537,R1006898,[*]OS(=O)(=O)c1cccc(C(=O)Oc2ccc(C(C)(C)c3ccc([*])cc3)cc2)c1,known
14539,R1006899,[*]CCN(CCOC(=O)c1cccc(C(=O)O[*])c1)c1ccccc1,known
14544,R1006900,[*]Oc1ccc(C2(c3ccc(OC(=O)CCCCCCCCC([*])=O)cc3)CCCCC2)cc1,known
14545,R1006901,[*]Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C([*])=O)cc4)cc3)CCCCC2)cc1,known
14547,R1006902,[*]Oc1ccc(C(CC)(c2ccccc2)c2ccc(OC(=O)CCCCCCCCC([*])=O)cc2)cc1,known
14549,R1006903,[*]Oc1ccc(C(CC)(c2ccccc2)c2ccc(OC(=O)c3ccc(C([*])=O)cc3)cc2)cc1,known
14551,R1006904,[*]Oc1ccc(C(c2ccccc2)(c2ccccc2)c2ccc(OC(=O)CCCCCCCCC([*])=O)cc2)cc1,known
14552,R1006905,[*]Oc1ccc(C(c2ccccc2)(c2ccccc2)c2ccc(OC(=O)c3ccc(C([*])=O)cc3)cc2)cc1,known
14554,R1006906,[*]Oc1ccc(C2(c3ccc(OC(=O)CCCCCCCCC([*])=O)cc3)CCc3ccccc32)cc1,known
14555,R1006907,[*]Oc1ccc(C2(c3ccc(OC(=O)C(C)(C)C([*])=O)cc3)c3ccccc3-c3ccccc32)cc1,known
14556,R1006908,[*]Oc1ccc(C2(c3ccc(OC(=O)CCC([*])=O)cc3)c3ccccc3-c3ccccc32)cc1,known
14557,R1006909,[*]Oc1ccc(C2(c3ccc(OC(=O)CCCC([*])=O)cc3)c3ccccc3-c3ccccc32)cc1,known
14558,R1006910,[*]Oc1ccc(C2(c3ccc(OC(=O)CCCCC([*])=O)cc3)c3ccccc3-c3ccccc32)cc1,known
14559,R1006911,[*]Oc1ccc(C2(c3ccc(OC(=O)CCCCCCC([*])=O)cc3)c3ccccc3-c3ccccc32)cc1,known
14560,R1006912,[*]Oc1ccc(C2(c3ccc(OC(=O)CCCCCCCC([*])=O)cc3)c3ccccc3-c3ccccc32)cc1,known
14561,R1006913,[*]Oc1ccc(C2(c3ccc(OC(=O)CCCCCCCCCC([*])=O)cc3)c3ccccc3-c3ccccc32)cc1,known
14562,R1006914,[*]Oc1ccc(C2(c3ccc(OC(=O)CCCCCCCCCCC([*])=O)cc3)c3ccccc3-c3ccccc32)cc1,known
14563,R1006915,[*]Oc1ccc(C2(c3ccc(OC(=O)c4cc(Cl)cc(C([*])=O)c4)cc3)c3ccccc3-c3ccccc32)cc1,known
14564,R1006916,[*]Oc1ccc(C2(c3ccc(OC(=O)c4cc(C([*])=O)cc(C(C)(C)C)c4)cc3)c3ccccc3-c3ccccc32)cc1,known
14570,R1006917,[*]Oc1ccc(C2(c3ccc(OC(=O)CCC([*])=O)cc3)c3ccccc3C(=O)c3ccccc32)cc1,known
14571,R1006918,[*]Oc1ccc(C2(c3ccc(OC(=O)CCCCC([*])=O)cc3)c3ccccc3C(=O)c3ccccc32)cc1,known
14572,R1006919,[*]Oc1ccc(C2(c3ccc(OC(=O)CCCCCCCCC([*])=O)cc3)c3ccccc3C(=O)c3ccccc32)cc1,known
14573,R1006920,[*]Oc1ccc(C2(c3ccc(OC(=O)CCCCCCCCCCC([*])=O)cc3)c3ccccc3C(=O)c3ccccc32)cc1,known
14574,R1006921,[*]Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C([*])=O)cc4)cc3)c3ccccc3C(=O)c3ccccc32)cc1,known
14576,R1006922,[*]Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C([*])=O)c4)cc3)c3ccccc3C(=O)c3ccccc32)cc1,known
14578,R1006923,[*]Oc1ccc(C2(c3ccc(OC(=O)CCCCCCCCC([*])=O)cc3)c3ccccc3Cc3ccccc32)cc1,known
14580,R1006924,[*]Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C([*])=O)cc4)cc3)c3ccccc3Cc3ccccc32)cc1,known
14581,R1006925,[*]CCC(C)(C)CC(C)COC(=O)CCCCC(=O)O[*],known
14583,R1006926,[*]CCC(C)(C)CC(C)COC(=O)c1ccc(C(=O)O[*])cc1,known
14584,R1006927,[*]CC=CCOC(=O)CCCCCCCCC(=O)O[*],known
14586,R1006928,[*]Oc1ccc(C(CC)(CC)c2ccc(OC(=O)c3ccc(C([*])=O)cc3)cc2)cc1,known
14587,R1006929,[*]Oc1ccc(C(c2ccc(OC(=O)c3ccc(C([*])=O)cc3)cc2)C(Cl)(Cl)Cl)cc1,known
14588,R1006930,[*]Oc1ccc(C(CC)(CC)c2ccc(OC(=O)c3cccc(C([*])=O)c3)cc2)cc1,known
14589,R1006931,[*]Oc1ccc(C(C)(CC)c2ccc(OC(=O)c3cccc(C([*])=O)c3)cc2)cc1,known
14590,R1006932,[*]Oc1ccc(C(C)(c2ccc(OC(=O)c3cccc(C([*])=O)c3)cc2)C(C)C)cc1,known
14591,R1006933,[*]Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)c3cccc(C([*])=O)c3)cc2)cc1,known
14594,R1006934,[*]Oc1ccc(C(c2ccccc2)(c2ccccc2)c2ccc(OC(=O)c3cccc(C([*])=O)c3)cc2)cc1,known
14595,R1006935,[*]Oc1ccc(C(c2ccc(OC(=O)c3cccc(C([*])=O)c3)cc2)C(Cl)(Cl)Cl)cc1,known
14596,R1006936,[*]Oc1ccc(C(C)(CC)c2ccc(OC(=O)C=CC([*])=O)cc2)cc1,known
14597,R1006937,[*]Oc1ccc(C2(c3ccc(OC(=O)C=CC([*])=O)cc3)CCCCC2)cc1,known
14598,R1006938,[*]Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(C(=O)c4ccc(C([*])=O)cc4)cc3)cc2)cc1,known
14599,R1006939,[*]Oc1ccc(C(=O)c2ccc(OC(=O)c3ccc(C(C)(C)c4ccc(C([*])=O)cc4)cc3)cc2)cc1,known
14600,R1006940,[*]Oc1ccc(Cc2ccc(OC(=O)c3ccc(C(C)(C)c4ccc(C([*])=O)cc4)cc3)cc2)cc1,known
14601,R1006941,[*]Oc1ccc(C(CC)(CC)c2ccc(OC(=O)c3ccc(Cc4ccc(C([*])=O)cc4)cc3)cc2)cc1,known
14602,R1006942,[*]Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(C(Cl)(Cl)c4ccc(C([*])=O)cc4)cc3)cc2)cc1,known
14603,R1006943,[*]CC1CC(COC(=O)c2ccc(C(=O)O[*])cc2)CC(C(C)(C)C)C1,known
14605,R1006944,[*]CC1CCCC(COC(=O)c2ccc(C(=O)O[*])cc2)C1,known
14606,R1006945,[*]CCCCC(=O)S[*],known
14607,R1006946,[*]CCOC(=O)Cc1ccc(C(=O)O[*])cc1,known
14610,R1006947,[*]Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(CC([*])=O)cc3)cc2)cc1,known
14613,R1006948,[*]Cc1ccc(COC(=O)Cc2ccc(C(=O)O[*])cc2)cc1,known
14616,R1006949,[*]CC(C)(C)COC(=O)Cc1ccc(C(=O)O[*])cc1,known
14619,R1006950,[*]CCCCCCCCCCOC(=O)c1ccccc1C(=O)O[*],known
14621,R1006951,[*]CCCCCCCCCCCCCCCCCCCCOC(=O)c1ccccc1-c1ccccc1C(=O)O[*],known
14622,R1006952,[*]OC(C)CCOC(=O)CCCCCCCCC([*])=O,known
14624,R1006953,[*]OC(C)CCOC(=O)CCCCC([*])=O,known
14626,R1006954,[*]Cc1cc(C)c(C(=O)O[*])cc1C,known
14627,R1006955,[*]Oc1ccc(C=Nc2cccc3c(N=Cc4ccc(OC(=O)CCCCC([*])=O)c(OC)c4)cccc23)cc1OC,known
14628,R1006956,[*]Oc1ccc(C=Nc2ccc(N=Cc3ccc(OC(=O)c4ccc(C([*])=O)cc4)c(OC)c3)cc2)cc1OC,known
14629,R1006957,[*]Oc1ccc(C=Nc2ccc(-c3ccc(N=Cc4ccc(OC(=O)c5ccc(C([*])=O)cc5)c(OC)c4)cc3)cc2)cc1OC,known
14630,R1006958,[*]Oc1ccc(C=Nc2ccc(-c3ccc(N=Cc4ccc(OC(=O)c5cccc(C([*])=O)c5)c(OC)c4)cc3)cc2)cc1OC,known
14631,R1006959,[*]Oc1ccc(C(C)(C)c2ccc(OC(=O)CC(C)CCC([*])=O)cc2)cc1,known
14632,R1006960,[*]Oc1ccc(C(C)(C)c2ccc(OC(=O)CCCCC([*])=O)c(C)c2)cc1C,known
14633,R1006961,[*]Cc1ccc(COC(=O)c2ccc3cc(C(=O)O[*])ccc3c2)cc1,known
14634,R1006962,[*]CCCCCCCCCCOC(=O)CC(C)(C)CC(=O)O[*],known
14635,R1006963,[*]CC(CC)(CC)COC(=O)CCC(=O)O[*],known
14636,R1006964,[*]CCCCCCCCCCOC(=O)CC(C)C(=O)O[*],known
14638,R1006965,[*]CCOC(=O)CC(=O)O[*],known
14639,R1006966,[*]CCOC(=O)CCCC(=O)O[*],known
14640,R1006967,[*]CCCCCCOC(=O)CC(=O)O[*],known
14641,R1006968,[*]OC(C)CCOC(=O)C([*])=O,known
14642,R1006969,[*]OC(C)CCOC(=O)CC([*])=O,known
14643,R1006970,[*]OC(C)CCOC(=O)CCC([*])=O,known
14645,R1006971,[*]OC(C)CCOC(=O)CCCC([*])=O,known
14647,R1006972,[*]OC(C)CCOC(=O)CCCCCC([*])=O,known
14648,R1006973,[*]OC(C)CCOC(=O)CCCCCCCC([*])=O,known
14649,R1006974,[*]OC(C)CCOC(=O)CCCCCCCCCCC([*])=O,known
14650,R1006975,[*]OC(CC([*])=O)C(C)(C)C,known
14651,R1006976,[*]CCCCCC(=O)NCCOC(=O)CCCCC(=O)O[*],known
14653,R1006977,[*]CCCCCC(=O)NCCOC(=O)c1ccc(C(=O)O[*])cc1,known
14654,R1006978,[*]CCCCCC(=O)NCCNC(=O)CCCCCOC(=O)CCCCC(=O)O[*],known
14656,R1006979,[*]CCCCCC(=O)NCCNC(=O)CCCCCOC(=O)c1ccc(C(=O)O[*])cc1,known
14657,R1006980,[*]CCCCCC(=O)NCCCCCCNC(=O)CCCCCOC(=O)c1ccc(C(=O)O[*])cc1,known
14658,R1006981,[*]CCCCCC(=O)Nc1ccc(NC(=O)CCCCCOC(=O)c2ccc(C(=O)O[*])cc2)cc1,known
14659,R1006982,[*]CCCCCC(=O)Nc1ccc(NC(=O)CCCCCOC(=O)CCCCC(=O)O[*])cc1,known
14660,R1006983,[*]CCCCCOC(=O)CC(=O)O[*],known
14662,R1006984,[*]CCCCCCCCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O[*])cc2)cc1,known
14664,R1006985,[*]CCOC(=O)CCC(C)CC(=O)O[*],known
14665,R1006986,[*]CCCOC(=O)CCC(C)CC(=O)O[*],known
14666,R1006987,[*]CCCCOC(=O)CCC(C)CC(=O)O[*],known
14667,R1006988,[*]CCCCCOC(=O)CCC(C)CC(=O)O[*],known
14668,R1006989,[*]CCCCCCOC(=O)CCC(C)CC(=O)O[*],known
14669,R1006990,[*]CCCCOC(=O)CCCCCNC(=O)O[*],known
14671,R1006991,[*]CCCCCOC(=O)CCCCCNC(=O)O[*],known
14673,R1006992,[*]CCCCCCOC(=O)CCCCCNC(=O)O[*],known
14675,R1006993,[*]CCCCCCCCCCOC(=O)CCCCCNC(=O)O[*],known
14676,R1006994,[*]CC1CCC(COC(=O)c2cccc(NC(=O)O[*])c2)CC1,known
14677,R1006995,[*]CCCCCOC(=O)Cc1ccc(CC(=O)O[*])cc1,known
14678,R1006996,[*]CCCCCCOC(=O)Cc1ccc(CC(=O)O[*])cc1,known
14679,R1006997,[*]CCCCCCCCCCOC(=O)Cc1ccc(CC(=O)O[*])cc1,known
14680,R1006998,[*]CCCCCCCCCCCCCCCCCCCCOC(=O)Cc1ccc(CC(=O)O[*])cc1,known
14681,R1006999,[*]OC(C)COC(=O)Cc1ccc(CC([*])=O)cc1,known
14682,R1007000,[*]CCCCCCCCCCOC(=O)C1CCC(C(=O)O[*])CC1,known
14683,R1007001,[*]CCCCCCCCCCCCCCCCCCCCOC(=O)C1CCC(C(=O)O[*])CC1,known
14684,R1007002,[*]OC(C)COC(=O)C1CCC(C([*])=O)CC1,known
14685,R1007003,[*]Cc1ccc(COC(=O)CC(=O)O[*])cc1,known
14686,R1007004,[*]Cc1ccc(COC(=O)CCCCCCCCCCCCCCCCCCC(=O)O[*])cc1,known
14687,R1007005,[*]Cc1ccc(COC(=O)CCCCS(=O)(=O)CCCCC(=O)O[*])cc1,known
14688,R1007006,[*]Cc1ccc(COC(=O)c2ccccc2C(=O)O[*])cc1,known
14689,R1007007,[*]Cc1ccc(COC(=O)c2cccc(-c3cccc(C(=O)O[*])c3)c2)cc1,known
14690,R1007008,[*]Cc1ccc(COC(=O)c2ccccc2-c2ccccc2C(=O)O[*])cc1,known
14691,R1007009,[*]Cc1ccc(COC(=O)c2cc(C)c(C(=O)O[*])cc2C)cc1,known
14692,R1007010,[*]Cc1ccc(COC(=O)c2cccc(Cc3cccc(C(=O)O[*])c3)c2)cc1,known
14693,R1007011,[*]Cc1ccc(COC(=O)c2ccc(Cc3ccc(C(=O)O[*])cc3)cc2)cc1,known
14694,R1007012,[*]Cc1ccc(COC(=O)c2ccc(C(=O)c3ccc(C(=O)O[*])cc3)cc2)cc1,known
14695,R1007013,[*]Cc1ccc(COC(=O)c2ccc(CCc3ccc(C(=O)O[*])cc3)cc2)cc1,known
14696,R1007014,[*]CCCCCCCCCCCCCCCCOC(=O)CCCCCCCCC(=O)O[*],known
14697,R1007015,[*]CC(C)(CC)COC(=O)CCCCCCCCC(=O)O[*],known
14699,R1007016,[*]OC(C)CCC(C)OC(=O)CCCCCCCCC([*])=O,known
14701,R1007017,[*]Oc1ccc(C(C)=Cc2ccc(OC(=O)CCCCCCCCCCC([*])=O)cc2)cc1,known
14702,R1007018,[*]CC#CC#CCOC(=O)CCCCC(=O)O[*],known
14703,R1007019,[*]CC(CCl)(CCl)COC(=O)CCCCCCCCC(=O)O[*],known
14704,R1007020,[*]CC(CCl)(CCl)COC(=O)c1ccccc1C(=O)O[*],known
14705,R1007021,[*]CC(CCl)(CCl)COC(=O)c1cccc(C(=O)O[*])c1,known
14706,R1007022,[*]CC(CCl)(CCl)COC(=O)c1ccc(C(=O)O[*])cc1,known
14707,R1007023,[*]CC(CI)(CI)COC(=O)CCCCC(=O)O[*],known
14708,R1007024,[*]CC(CCl)(CI)COC(=O)CCCCC(=O)O[*],known
14709,R1007025,[*]CC1CCC(COC(=O)c2ccc(NC(=O)O[*])cc2)CC1,known
14711,R1007026,[*]OC(CC(C)C)C([*])=O,known
14713,R1007027,[*]OC1CCC(OC(=O)CCC([*])=O)CC1,known
14714,R1007028,[*]CCCCOC(=O)C1C(=O)C2CCC1C(=O)C2C(=O)O[*],known
