,Unnamed: 0,corrected,RID,smiles,fragment_fp,fragment_fp2
28,28,,R0000002574,*c1ccc(C2(c3ccc(*)c(C)c3)OC(=O)c3ccccc32)cc1C,11010110101001001100001110000100010100000000100110011110000000100000101000001000100000000011010001000101100100000001000000000000010010000010001101010110001001001100000000100010001011100100010000110010110011100010000100000100010001000111011001000111100001011011101100001111000011000101010010110010000000000000101001010001000001100111010101000001100000001100001101100011000100000000000111000000100000001001100100110001010011010000111001001011110000010100000001000000100000010010010000000111010000001000010110101000011100000011000101010001100001000000100100000101001000000101100010001000000010000010010111101000100000000000011001000000001110001000010010000101010010000001001101100010000001100000101000100000101001000011000100000100110000010011101010001100000001101000011101111010000010011011001111001110100001100000000000100000010100100110001000111010011000111001000111001100100010011001101101001110000100001010001100100100100001100110001000111110001000000001000100000111110000100111111000100010111000000000001000001111000010010010100100001001101011100101010100001000110010000011010100100010100011010010000000100000101110101011001001000001101001001000010000100000000100101000000101001000000000100000100000000010001000000001110101100100011101111011100001111010101000001010011100100000011010010010100000001010000100100000000000000011000101100111001001100000101100000101001000100001001011000001000010011101100000000001001000001001001001000000000111001001111010001000010100010000000000000111010000000100101000100111001110101001000101010000000000000110010010010111011011000110000100001100011100000000000001000001100001011010000100001110000001010000000000010100000010100011100100110010110100100101010010000111010000001000010000000000001100011000000000100000100101010010010000011110001100100000101000000001000000010110010000101000100111000001010010000100000000110011010101111100001011000111101000011100100101011000110111011010000001110000010100000000010101010001000010001001001101000000011010101110001100000000000111010100011010000000000000100000000000010000,"[2, 26, 4]"
29,29,,R0000002575,*c1cc(C)c(C2(c3cc(*)c(*)cc3C)OC(=O)c3ccccc32)cc1*,11010110101001001100000110000100010100000100100110011110001100100000101000001000100000000011010001000101101100000001001000000000010011000010001001010110001011011100000000100110000011100100010000110010100011100001100100001100010001000111101001000111101001011011101100001111010011000111010010110010000000000101101001010011000001100111010001000001110001001100001101100011000100000000001111000000100000001001100100110001010011010000111001001011110001010100000001100000100100011010010000000111110000011000010110101000011100000001010001010001100101000001100100000101001100000101100000100000000111010010010111101000100000000010111011000000000110001000010010000101010010000000001101111000000001100000101000100000101001000011000100100110110001010011101010001100000001101000011101111010000010011011001111001110100001100000000000100000001100100110001000111010111000111001000011001100100010011101101011000110000110001110001100100000100001101110001000111110001100000001000100010111110000100111001000111010111000000000101000001110100010010010101100001001101011110101010000001000110110000011010100100010100011010010000000000000101110001010001011010001101011001000010000100000000100001001000101101100000000100000100001000010101000000111111101100100011101111010100001111011101000001010011100100000011010010011100000001010000100100001000000001011000101100111001011000001111000001001001010101001001011000001000000001101000000100101001000001001001001000000000111111011111010001000010100010100100000000011010000000000100000110111001110101000010101010000000000000110010000010111010011000010000100101100111100000000000001000001100011011010010110001110000101010100000000010100000111000011101100101010110100100001010010000111010000001000000000000100001110011000010000100000100101010010010000011110000001000000111001000000000000010110010000101000100110000000110110000100100100110011011101111100001011000111101000011101100101011000110111011010000001110000110100000000010101110001100010001011001101010001011010101110001000000000001110011100011010000000000000100000000010010000,"[4, 28, 4]"
30,30,,R0000002605,*c1cc(C)c(C2(c3cc(C)c(*)cc3C)OC(=O)c3ccccc32)cc1C,11010110101001001100001111000100010100000100100110011110000100100000101000001000100000000011010001000101100100000001000000000000010010000010001101010110001001011100000000100110001011100100010000110010110011100010000100001100010001000111111001000111101001011011101100001111000011000101010010110010000000000100111001010001000001100111010101000001100001001100001101100011000100000000001111000000100000001001100100110001010011010000111001001011110001010100000001000000100000010010010000000111011000011000010110101000011100000011010101010001100111000000100100000101001000000101100010001000000010000010011111101000100000000010111001000000001110001000010011000101010010000001001101101010000001100000101000100000101001000011000100100100110000010011111010001100000001101000011101111011000010011011001111001110100001100000000000100000010100100110001000111010011000111001000111001100100010011101101101001110000110001010001100100101100001101110001000111110001100000001000100000111110010100111111000110010111000000000001000001111000010010010100100001001101011100101010100001000110010000011010100100010100011010010000000100000101110101011001001000001101001001000010000100000000100101000000101101000000000100000100001000010001000000111110101100100011101111011100001111010101000001110011100100000011010010011100000001010000100100001000000000011000101100111001011100001111100001101001000100001001011000001000010011101100000100001001000001001001001000000000111001011111010001000010100010000000000010111010000000100101000100111001110101001010101010000000000000110010010010111011011000110000100101100111100000000000001000001100001011010010110001110000001010100000000010100000110100011100100111010110100100101010010000111010000001000010000000100001110011000000000100000100101010010010000011110001101100000111001000001000000010110010000101000100111000001110110000100100100110011010101111100001011000111101000011100100101011000110111011010000001110000110100000000010101010001000010001001001101000001011010101110001100000000000111010100011010000000000000100000000000010000,"[2, 28, 4]"
31,31,,R0000002721,*c1ccc2c(c1)C(=Nc1cccc(S(=O)(=O)c3cccc(N=*)c3)c1)OC2=O,10011110101000001110010110010010010000001110101110011000011110101110101001101001001010101011010001000101101011000111100110100011001000100101001001011010100101110110011000110010000101101100001011111010000001111100011111001100010101000111111011101001001011001010101100100111101111000100011011101010100100001010011101001001100000100011110101110101100001100101000011110011100100110101110011000000010001010011000110111011011001110100111000111101110001110011010001110001101100010000110010010011001000101011010010101100011010001111110011110110111001110110001000001101001101001101011000100001011010110001111010000000100010110000101001000000100100010000111111011011000011100000011101101011110000100001001110101000100001000000111100001110100010000011000010111001001101011010011100010000100001100010000011110111101111100001000000100110111010101101110010101001100101110101000111001000100000111001110101001100101101000001100110100000000010000111111100000110001101010010001110011110100101100111001010100001010101000110000111001100001000010111101010000000001010111100010000011010111011100001011000101101000011000111101011110001111110010110011011011001111001100000010000110000001111001010010011101100001000110000101000000100011000000101100101011101000101110110110001110010011011001000011100101001100100010010001100001011100110101000000001111101100011000111111010100000101100000001101110100010000010100001001001010101010001100011100001101001001001000001000111101001111010111001000000110101001100000001011000100000100001100001000000101100101110011010101000000111110000000100010011100011010100000100111000011111100001000011101011110010011110000101110100010100010001000100001000100011100000100011110100110100010011000011011000001000000011011010000011100001010001111100011001010010110000001000001000010001100110000100000010110011111001101101100100010011010010001100100110111111110001010101010010010001001010111101001001011001111101001000011010110010101010000110010101111001000010011111001101011000000101101110000000001000010101111101000000000110001000001100110000000000,"[2, 29, 4]"
32,32,,R0000002722,*c1ccc2c(c1)C(=O)OC2=*,10000110101000000000011110100000010000001100100110001000000100100000001010001000010000000011010001000101101000000001100000001000000000000010001001110110000000010100000000001000000001000100100000110110000001100000000100001001010001000111100011000001001100011110101000000101000011000100010000100010000000000000001001000001010100100011010101000001100001000100000001100010000100000000000011000000000000000011000100010010110001110010111001011001110001000000000000100001100100010000010000000011101000000000010000101010010000010001110001010000000001000000100000010101001000000001001001000000010010010000010010001100100100000000001001100000010000100001010000000001000000000000001101101000001000000000000000100010100011000000000100000110100000000011000110001000010000011000011001010000000000000000100011000100100011100000000000000000001000100100000000101000100000110000000001001000100001011001000001110000000100001110000000111000000000000110001000000110001000000000000100000100100000100111101000100000010000000000000101001100000000010010101010000000001010110100010000001101110000010001010000100000000101000010000000001000000101000110000010110001100101000000110110110000000100001000010000101000000000100000010000000000000000000001100000000100010100101010100001010000000100110000000000101000100000010100000000000000000100000001000000001000100011000111101000000010000000000001000010100000001000000001000001000001000010100001000000001001000001000000100000101010110000001000000000000100000000001000000000000000100000000000000000001000000100000000000010000110010000000100010000000000010100000100110100000000000001000001110001010000010110100101000000110000000001100100000000000010110000011010111100100000010010001011011000001000000001100000010010000000010110100000100001011010000010101000000000000000100000000001000000011010010000101000000000000000010000000100000100111011010000010100000010100000101010011101000001011000110101000000000000110000010000000000010001100000000101001011100100111000100000101010000000000100000000011100000000000000000001100001010000000000,"[2, 12, 2]"
33,33,,R0000002724,*c1cccc(N=C2OC(=O)c3cc4c(cc32)C(=*)OC4=O)c1,10001110101000101010011110000010010000001110101110001000011000101110001011111000010011001011010001000101100001010011101010101011011000100101000101110110010001100110001000011000001101001000100011110110000001110100011111000101010001000101001011000001000110011110001100100110001011010100011000101010101000010010011101001101110110111011111101010001100010000101010011100011000100110101110011100000110011010011100110110011110000110010011011011101110000110010011001110011101001111110110000010101101000101010011011101110010010010011100010100011111011100011111000111000001001001001011011100001011011101000011011001100110010000000101001100000110110110101011111111011010111101111011101100011111001100001001010100011100011000100101100000000100010100011010110101000011101011010011101010001110001100010100011110110000011100110000000110000000000101101110010101001000001110001010111101000100001111001100001011100101111101101100110111101000010100110111100100110001001010011000100000000100111101111101011100001010001101000000111101111001000010110101010011000001110101100110101001101110000010001011010111110000111000010101010111001111000000111001000111001111101100000010110110000100110011010010011000000001000110100100000000101011100000001100100000100010111111111110001110010001001111100011100101001110100010110001000010010100100101001010100100000100111010011111010000010101101000001101110110000101010100001001111010001110000001011000011001001001001000000110111001111110010011000010000010101000100011001010000100000100001100000010000111100000100010010101010000111110011000110110000101001010101000100010100100111100001010011110001110010000001000101110110110100010001100100001000110011010000011011111100100100010011101001011000001000001011100011010000100001000111100110111001011010110010101000001100010001110010001101000010111011111010101000100100000001010010000100100100111111110001011101010010010011001010111110010001011100110101000000010010110001110010000010110101001001000111011011101100101000100001101110000101001100010100010100000000000110001000001101011010100000,"[2, 23, 4]"
34,34,,R0000002726,*c1ccc(N=C2OC(=O)c3cc4c(cc32)C(=*)OC4=O)cc1,10001110101000101010011110000010010000001110101110001000011000101110001011111000010011001011010001000101100001000011101010101011011000100101000101110110010001100110001000011000001101001000100011110110000001110100011111000101010001000101001011000001000110011110001100100110001011000100011000101010101000010010011001001101110100111011110101010001100010000101010011100011000100110101110011100000010001010011100110110011110000110010011011011101110000110010011001110011101001111000110000010101101000101010011010101110010010010011100010100011111011100011111000111000001001001001011011100001011011100000011011001100100010000000101001100000110111110101011111011011011011101101011101100011111001100001001010100011100011000100101100000010100010000011010010101000011101011010011101010001110001100010100011110110000011100100000000110000000000101101110010101001000001110001010111101000100011111001100001011110101111001101100110111101000010100110111100100110001101010010000100000000100111101111101011100001010001101000000111101111001000010110101010001000001110101100110101001101110000010001011010111100000111000010101010111001111000000111001000111001111101100000010110110000000110011010010011000000001000110100100000000111011100000001100100000100010111111111110001110010001001111100111100101001100100010110001000010010100100101001010100100000100011010011111010000010101101000001101110110000101010100001001011010001110000001011000011001001001001000000110111001111110010011000000000011001000100011001010000100000100101100000010000111100000100010010101010000111110011000100110000100001010101000100010100100111100001010011110001110010000001000101110110110100010001100100001000100011010000011011111100100100010011001001011000001000001011100011010000100001000111100110111001011010110010101000001100010001110010001101000010111011111010101000100100000001010010000100100100111111110001011101010010010111001010111110010001011100110101000000010010110001110010000010010101011001000111011011101100101000100001101110000101001100010100010100000100000110001000001101011010100000,"[2, 23, 4]"
35,35,,R0000002973,*CC(*)C1=C2C=CC=CC=CC=CC=C1OC2=O,00111000101111000001001110000000010000100000000110001000001000011010110010011010101110000001100011010001001001100101000101100101000101110010000001010011000010010000101110101001100110000010000111000000010001011000100000010000011000100000001101001000100001001001010100000001011010000111001100100001000010000111101011100010000100010001110011010000100111000011011111001100010010001010010100000110000000000101100011001000000000010100000110001100010100001100000000000111000000000010000000001100001000000010110001000000000000000000100010010000110101100001010000000001101000001010001001000101001100011111000100100110111111111000110011001000000100011100010101000001010101010000000010100001001000100101011000100011101001000100010010011100000011010100011010101111101100101000011000110000001100000001101101000000101110000000000010100100010010100001001101110001011001001001010010000010001111110011010000011100001010110101010011000000000111010110100000001000001011001101000100000010110000010010011011101110010010010010101000101100011011100100001010000010110001100000000001100010100010111001111000110010100000100010110111101100001000101001100100010000010000011000010011000011100100100110000100100001110111001010100000010110100000001100001110000101010011011101011000000000000011110001101010011100101010110001000100111111111111110101100000000100000000001001111101001011000000100111010011000010000100000100000100000010010110001110001000110000000000001011000110001101111000010010011011001001000100000001000011100001001100000000010000001001011101101011000001000010100100111001001100100010100100011001101101100100000000000000110001100001000010011000011001000000101011010101100000001110000110111010001001111010101000100100000110011100000000110001010010100000000001000010010000110000000100001011111110000010011000000011111100011100101101100000000010010001010000010110100110000001110100000101000100001100101101010001111001001100001100010000010000101001010010000100010000000110110110001001000110110000101000111011001010001011011101010000000100101001001001110011111000000110,"[2, 19, 2]"
36,36,,R0000002976,*CC(*)C1=CC=C2C=CC=CC=CC=C3C=CC3=CC=C1OC2=O,00111000101111000001100010000000010000000000000100000000001000011110000011011010101110001100100011010000000100100101000101100111000101110010000001010011000010010000101100100001000110000010000111000000010001011000100000010000011000100000001101011000100001001001010000000001010010000101001100100001000000000111101001100010000100010001110010010000100111000011011111001001010001000011010000000100000001000101100011001000000000010100000100001101000100000100000000000100100000000010000000001000001000000010110001000000000000000000100010010000110101100001010100000001101000001110010001000101001100010100000100000010100111101010010011001000000000011100000101000001010001010000000110100001001000100101001000100011101001000100011010011100000011010000010010101111101100001000001000110000001100000001101101000000101110001000010010100100110010000000001101110001011001001001011110000010001111110001010000011100000110110101010011000000000111010110100000001000001010101101000100000000110001010011011011101100010010010010101000100100011010110100001010000010100001100000000001100010100010110001101000100010100000100000110111100100000000100000101110000000010000011000010011000011100100100110000100000001110111001010100001000110000001001100001110000101010011011101011000000000000011110001001010011110101010100001000100111101011111010101100000000100000000001001111101001011100000100110010011000010000100000100000100000000010111001010001000110000000000001011000110001101111000010010011011001101000100000001000011101011000100000000010000001001001101100000100001000010101000111000001100100010100000011001101100100100000000000000110001000001001010011000010001000001001010010101000000001110000110111010001101111000101000100100000110011100000000110001010010100000000001001010010000110000000100001001111110001010011010001011100100011100101101100000000000010001010000011110000110001011110100000101000100001100101101010001100000001100001100010000010000101001010010000100010000000111010111001101000110010000111000101001011010001011011101010001000101101000011001110011111000000000,"[2, 25, 3]"
37,37,,R0000003017,*C1OC(=O)NC1(C)C,10000000000001000000000100000000010000000100010000100000011000000000000000000000000000000010000101000000000000001000000001100000000000100000000000000001010000000000011000000100000000000000000000000000000000000000010010110001000000000000000000010000000000000000000000000000000100001000000010000000010000000000100000000000000000000000010000100000101100000000000000001000000001000100001000000000000000000000000000011010000000000010000100001000000000000000000001000010000000000000000000001000000000010000000000000000000010000110110000000101000000001000001000000000001000000000000000001000001000100000100001000000000010001000000001000011010000000010000000000100000000000010000001010000000000000000000000100000100001000000010010000001000000000000010000000000101000000000001001010000000010100000100000000000001100101000000000010000000000000000001000000000000000000000000000001100001100000001010000000000100000000101000001100000000000000100000001010000001000000001000000100001010001000011000000000000000000010000000100000000001010000000001000001001110000100000000000000100000100000001000000000000001000000100100001000011000000100000000000000000000010100000000001000000100010100001000000010001100000000100000000000100010000000011000011100000010001000000000000000000001110000100010000001000000000000001000000101000000010000000000000000000000010000101000000010000000000000010000000000000001000000000000100000000000001000000110000100100001000100000000000000000100000110000000000000000000000000000000000000000000000000000000000010000000100000001000100000000000000010000000000000000000001000000000000100000000000000000000010000001000000010000001000000001000000010010100000000100000000000010000010000000000000100100000000000000000010110000000010000000000000000001000110000001010000001000101000000000000010000000000100000000000001100000000100000000001000000000000000000000000000000000000000000010000000000000001000000000100100000000000000000000000000000000111000000000000000011010000000000001000000100010000100001000001000010000000001000100000100000010000000001001,"[1, 9, 1]"
38,38,,R0000003326,*c1c(Br)cc(C2(c3cc(Br)c(*)c(Br)c3)OC(=O)c3ccccc32)cc1Br,11010110111001001110000110000100010101000001100110011111000100100000101000011000100000010011010001000111100100000001000000000000001010000010000001010110001001101100000000100010000011110000110000110010110011100000000100000100110101000111001001000111100001011011101100001110000011000101010010110010000000000010111001010001000001101111010001000001100000101100101101100011000100000000010111000000110010001101100100110001010011010000111011001010110000010111001001000000110000011010010000100111010000001000010110101001011100000001000001010011110001100010100100100101001000000101100000000000000110000010110111101000100000100010001001000000000110001001010010000101010010000000001101100000000001100000101000100000101001001011010100000100110000010011101010001100001001101000011101111010001110011011001111001110100001100000000000100000000100100110001000111010011000111001000011001100100010011001101001000110000100101010111100100000100001100110000001111110001000000001000100000111110000100111001000100110111000000001001101001110001010010010100101001011101011100101010000001011110010000011010100101010100011010010000000100001101110001010011001000001101011001000010000100001000100001000000111001001000000110000100100010010001001000001110101100100011101111111100001111010101000001010011100100000011011010010100000001010000110100001001000000011000111100111001001000000101000000001001010100011001011000001000000001101000100100001001001001001101111000001000111011001111010011000110100010000000100000011110000000000101000100111011110101000001111010000000000000110010000010111010011000010000110001100011110000000000001000001100001011010000100001110000001010001000000010100000010000011100100110010110100100001010010000111110001001001001000000000001010011000010000100000100101010010110010011110000000000000101000010001100000010111010010101000100110100000010010000100000000110011010101111110001111000111101010011100100111011000110111011011000001110000011110000000010101110001000010011001001101000000111010101110111001000000000110011100011010000000010000100000000100010000,"[2, 28, 4]"
